author,idn,place,recipient,title,year,location,point,lat,lon
"Vietta, Egon",996742131,Darmstadt,"Heilbut, Iwan",Korrespondenz,1952-1952,"Darmstadt, Regierungsbezirk Darmstadt, Hessen, 64283, Deutschland","(49.872775, 8.651177, 0.0)",49.872775,8.651177
"Leonhard, Erna",996808523,Darmstadt,"Heilbut, Iwan",Korrespondenz,1966-1966,"Darmstadt, Regierungsbezirk Darmstadt, Hessen, 64283, Deutschland","(49.872775, 8.651177, 0.0)",49.872775,8.651177
"Schneekluth, Franz",994913028,Darmstadt,"Heilbut, Iwan",Korrespondenz,1956-1956,"Darmstadt, Regierungsbezirk Darmstadt, Hessen, 64283, Deutschland","(49.872775, 8.651177, 0.0)",49.872775,8.651177
"Lilienfeld, Gerhard von",993388825,Bamberg,"Heilbut, Iwan",Korrespondenz,1953-1953,"Bamberg, Oberfranken, Bayern, Deutschland","(49.8856529, 10.8914761428258, 0.0)",49.8856529,10.8914761428258
"Häuser-Lentz, Hertha",995917922,Bamberg,,Korrespondenz,1953-1953,"Bamberg, Oberfranken, Bayern, Deutschland","(49.8856529, 10.8914761428258, 0.0)",49.8856529,10.8914761428258
"Gildner, Jay W.",99338983X,Berlin-Charlottenburg,"Heilbut, Iwan",Korrespondenz,1958-1966,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Zarek, Otto",99362300X,Berlin-Charlottenburg,"Heilbut, Iwan",Korrespondenz,1955-1956,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Barlog, Boleslaw",998496529,Berlin-Charlottenburg,,Korrespondenz,1955-1957,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Gerstung, Lucie",994466870,Berlin-Charlottenburg,"Heilbut, Iwan",Korrespondenz,1955-1961,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Lothar, Frank",999434667,Berlin-Charlottenburg,"Heilbut, Iwan",Korrespondenz,1958-1958,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Behrend, Horst",999477897,Berlin-Charlottenburg,"Heilbut, Iwan",Korrespondenz,1960-1960,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Wagner, Elsa",999644904,Berlin-Charlottenburg,"Heilbut, Iwan",Korrespondenz,1960-1960,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Badekow, ...",99600565X,Berlin-Charlottenburg,"Heilbut, Iwan",Korrespondenz,1957-1957,"Berlin-Charlottenburg, Gervinusstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","(52.5043157, 13.3026447, 0.0)",52.5043157,13.3026447
"Scott, James A.",993390617,Bremen,"Heilbut, Iwan",Korrespondenz,1959-1959,"Bremen, Deutschland","(53.0758196, 8.8071646, 0.0)",53.0758196,8.8071646
"Paweletz, ...",999346172,Bremen,"Heilbut, Iwan",Korrespondenz,1960-1960,"Bremen, Deutschland","(53.0758196, 8.8071646, 0.0)",53.0758196,8.8071646
"Nash, Marian L.",993397840,Freiburg im Breisgau,"Heilbut, Iwan",Korrespondenz,1953-1960,"Freiburg im Breisgau, Regierungsbezirk Freiburg, Baden-Württemberg, Deutschland","(47.9960901, 7.8494005, 0.0)",47.9960901,7.8494005
"Schneider, Reinhold",998515515,Freiburg im Breisgau,"Heilbut, Iwan",Korrespondenz,1948-1949,"Freiburg im Breisgau, Regierungsbezirk Freiburg, Baden-Württemberg, Deutschland","(47.9960901, 7.8494005, 0.0)",47.9960901,7.8494005
"Sertorius, Lili",998773778,Freiburg im Breisgau,"Heilbut, Iwan",Korrespondenz,1948-1948,"Freiburg im Breisgau, Regierungsbezirk Freiburg, Baden-Württemberg, Deutschland","(47.9960901, 7.8494005, 0.0)",47.9960901,7.8494005
"Heynicke, Kurt",999501461,Freiburg im Breisgau,"Heilbut, Iwan",Korrespondenz,1948-1948,"Freiburg im Breisgau, Regierungsbezirk Freiburg, Baden-Württemberg, Deutschland","(47.9960901, 7.8494005, 0.0)",47.9960901,7.8494005
"Warner, Robert B.",993401600,Bad Hersfeld,"Heilbut, Iwan",Korrespondenz,1952-1952,"Bad Hersfeld, Landkreis Hersfeld-Rotenburg, Regierungsbezirk Kassel, Hessen, 36251, Deutschland","(50.8681341, 9.7068481, 0.0)",50.8681341,9.7068481
"Klimt, Franz",993401783,Hof,"Heilbut, Iwan",Korrespondenz,1953-1953,"Hof, Oberfranken, Bayern, 95028, Deutschland","(50.3219015, 11.9178807, 0.0)",50.3219015,11.9178807
"Schröter, Herbert",993402186,Kaiserslautern,"Heilbut, Iwan",Korrespondenz,1960-1960,"Kaiserslautern, Rheinland-Pfalz, 67655, Deutschland","(49.4432174, 7.7689951, 0.0)",49.4432174,7.7689951
"Bauer, Helmut",99340359X,Ludwigsburg,"Heilbut, Iwan",Korrespondenz,1953-1953,"Ludwigsburg, Landkreis Ludwigsburg, Regierungsbezirk Stuttgart, Baden-Württemberg, Deutschland","(48.8953937, 9.1895147, 0.0)",48.8953937,9.1895147
"Koslowski, Helen A.",993480136,Nürnberg,"Heilbut, Iwan",Korrespondenz,1952-1959,"Nürnberg, Mittelfranken, Bayern, Deutschland","(49.453872, 11.077298, 0.0)",49.453872,11.077298
"Hutter, ...",996422196,Nürnberg,"Heilbut, Iwan",Korrespondenz,1952-1952,"Nürnberg, Mittelfranken, Bayern, Deutschland","(49.453872, 11.077298, 0.0)",49.453872,11.077298
"Bröger, Friedrich",999224522,Nürnberg,"Heilbut, Iwan",Korrespondenz,1952-1953,"Nürnberg, Mittelfranken, Bayern, Deutschland","(49.453872, 11.077298, 0.0)",49.453872,11.077298
"Barker, James R.",993480411,Regensburg,"Heilbut, Iwan",Korrespondenz,1953-1959,"Regensburg, Oberpfalz, Bayern, 93047, Deutschland","(49.0195333, 12.0974869, 0.0)",49.0195333,12.0974869
"Simundt, Anna Maria",998784478,Regensburg,,Korrespondenz,1953-1954,"Regensburg, Oberpfalz, Bayern, 93047, Deutschland","(49.0195333, 12.0974869, 0.0)",49.0195333,12.0974869
"Fuhrmann, Günther",993480748,Schweinfurt,"Heilbut, Iwan",Korrespondenz,1952-1953,"Schweinfurt, Unterfranken, Bayern, 97421, Deutschland","(50.0499945, 10.233302, 0.0)",50.0499945,10.233302
"Merkel, H.",993481213,Straubing,"Heilbut, Iwan",Korrespondenz,1953-1953,"Straubing, Niederbayern, Bayern, 94315, Deutschland","(48.8819801, 12.569716, 0.0)",48.8819801,12.569716
"Andres, Stefan",993496717,Positano,"Heilbut, Iwan",Korrespondenz,1948-1948,"Positano, Salerno, Campania, 84017, Italia","(40.6286581, 14.4854955, 0.0)",40.6286581,14.4854955
"Arlt, Gustave O.",993499716,"Los Angeles, Calif.","Heilbut, Iwan",Korrespondenz,1948-1948,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666
"Jessner, Leopold",996529624,"Los Angeles, Calif.","Heilbut, Iwan",Korrespondenz,1942-1942,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666
"Kohner, Paul",996667598,"Los Angeles, Calif.","Heilbut, Iwan",Korrespondenz,1945-1945,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666
"Guggenheim, Felix",995892113,"Los Angeles, Calif.","Heilbut, Iwan",Korrespondenz,1949-1950,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666
"Ash, Adrienne",993500072,Köln,"Heilbut, Iwan",Korrespondenz,1970-1972,"Köln, Regierungsbezirk Köln, Nordrhein-Westfalen, Deutschland","(50.938361, 6.959974, 0.0)",50.938361,6.959974
"Wellershoff, Dieter",999501615,Köln,"Heilbut, Iwan",Korrespondenz,1961-1961,"Köln, Regierungsbezirk Köln, Nordrhein-Westfalen, Deutschland","(50.938361, 6.959974, 0.0)",50.938361,6.959974
"Ashcroft, Peggy",993500595,London-Hampstead,"Heilbut, Iwan",Korrespondenz,1956-1956,"Hampstead, Camden Town, London, Greater London, England, NW3 1EQ, United Kingdom","(51.5542879, -0.1740747, 0.0)",51.5542879,-0.1740747
"Dunay, Sigmund",994666926,London-Hampstead,"Heilbut, Iwan",Korrespondenz,1941-1943,"Hampstead, Camden Town, London, Greater London, England, NW3 1EQ, United Kingdom","(51.5542879, -0.1740747, 0.0)",51.5542879,-0.1740747
"Bab, Julius",99352818X,"Roslyn Heights, NY u.a.","Heilbut, Iwan",Korrespondenz,1941-1950,"Roslyn Heights, Nassau County, New York, 11577, United States","(40.7887117, -73.6473511, 0.0)",40.7887117,-73.6473511
"Gillen, Otto",993528899,Karlsruhe,"Heilbut, Iwan",Korrespondenz,1955-1970,"Karlsruhe, Regierungsbezirk Karlsruhe, Baden-Württemberg, Deutschland","(49.0068705, 8.4034195, 0.0)",49.0068705,8.4034195
"Baedeker, Peer",993529631,Kemnath,"Heilbut, Iwan",Korrespondenz,1965-1968,"Kemnath, Kemnath (VGem), Landkreis Tirschenreuth, Oberpfalz, Bayern, 95478, Deutschland","(49.8581156, 11.9355154, 0.0)",49.8581156,11.9355154
"Rothe, Hans",998359556,Kemnath,"Heilbut, Iwan",Korrespondenz,1967-1968,"Kemnath, Kemnath (VGem), Landkreis Tirschenreuth, Oberpfalz, Bayern, 95478, Deutschland","(49.8581156, 11.9355154, 0.0)",49.8581156,11.9355154
"Bannert, Karl Jos.",993531016,Zittau,"Heilbut, Iwan",Korrespondenz,1971-1971,"Zittau, Görlitz, Sachsen, Deutschland","(50.8959142, 14.8064417, 0.0)",50.8959142,14.8064417
"Barfoed, E. W.",993587259,Amsterdam,,Korrespondenz,1945-1945,"Amsterdam, Noord-Holland, Nederland","(52.3745403, 4.89797550561798, 0.0)",52.3745403,4.89797550561798
"Landshoff, Fritz H.",998003980,Amsterdam,"Heilbut, Iwan",Korrespondenz,1939-1940,"Amsterdam, Noord-Holland, Nederland","(52.3745403, 4.89797550561798, 0.0)",52.3745403,4.89797550561798
"Rothgiesser, Fritz",998369306,Amsterdam,"Heilbut, Iwan",Korrespondenz,1945-1945,"Amsterdam, Noord-Holland, Nederland","(52.3745403, 4.89797550561798, 0.0)",52.3745403,4.89797550561798
"Guter-Wackernagel, Erika",99590040X,Amsterdam,"Heilbut, Iwan",Korrespondenz,1950-1950,"Amsterdam, Noord-Holland, Nederland","(52.3745403, 4.89797550561798, 0.0)",52.3745403,4.89797550561798
"Barthelmeß, Erich",993587984,Ravensburg u.a.,"Heilbut, Iwan",Korrespondenz,1969-1970,"Hauptschule Neuwiesen, 4/2, Riempp-Weg, In den Ziegelhöfen, Südstadt, Ravensburg, Verwaltungsverband Mittleres Schussental, Landkreis Ravensburg, Regierungsbezirk Tübingen, Baden-Württemberg, 88214, Deutschland","(47.7759037, 9.60912082298165, 0.0)",47.7759037,9.60912082298165
"Bassermann, Albert",993588476,"Los Angeles, Calif. u.a.","Heilbut, Iwan",Korrespondenz,1942-1944,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666
"Carsch, Friedel",1000504824,"Los Angeles, Calif. u.a.","Heilbut, Charlotte",Korrespondenz,1951-1961,"Los Angeles, Los Angeles County, California, United States of America","(34.0536909, -118.2427666, 0.0)",34.0536909,-118.2427666
"Bauer, Franz",993593291,Worms am Rhein,"Heilbut, Iwan",Korrespondenz,1948-1949,"Am Rhein, Worms-Nord, Stadtgebiet Nord, Worms, Rheinland-Pfalz, 67547, Deutschland","(49.6370977, 8.3731463, 0.0)",49.6370977,8.3731463
"Handschuch, Ernst",995929564,Worms am Rhein,"Heilbut, Iwan",Korrespondenz,1948-1948,"Am Rhein, Worms-Nord, Stadtgebiet Nord, Worms, Rheinland-Pfalz, 67547, Deutschland","(49.6370977, 8.3731463, 0.0)",49.6370977,8.3731463
"Beauclair, Gotthard de",993598587,Hiddesen über Detmold,"Heilbut, Iwan",Korrespondenz,1948-1953,,,,
"Beck, Anna",993610617,Kopenhagen,,Korrespondenz,1948-1951,"København, Københavns Kommune, Region Hovedstaden, 1357, Danmark","(55.6867243, 12.5700724, 0.0)",55.6867243,12.5700724
"Belmore, Manford",993619193,Erlangen,"Heilbut, Iwan",Korrespondenz,1958-1958,"Erlangen, Mittelfranken, Bayern, 91052, Deutschland","(49.5981187, 11.003645, 0.0)",49.5981187,11.003645
"Knorr, Heinz",999308149,Erlangen,"Heilbut, Iwan",Korrespondenz,1952-1952,"Erlangen, Mittelfranken, Bayern, 91052, Deutschland","(49.5981187, 11.003645, 0.0)",49.5981187,11.003645
"Bergengruen, Werner",99362135X,Zürich-Oerlikon,"Heilbut, Iwan",Korrespondenz,1948-1948,"Zürich Oerlikon, 369, Hofwiesenstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra","(47.4114986, 8.5441507, 0.0)",47.4114986,8.5441507
"Geisler, Günther",993730078,Berlin-Tempelhof,"Heilbut, Iwan",Korrespondenz,1958-1959,"Berlin-Tempelhof, Boelckestraße, Güterbahnhof Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland","(52.4711794, 13.3774625, 0.0)",52.4711794,13.3774625
"Klaunig, Theodor",996646094,Berlin-Tempelhof,"Heilbut, Iwan",Korrespondenz,1959-1959,"Berlin-Tempelhof, Boelckestraße, Güterbahnhof Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland","(52.4711794, 13.3774625, 0.0)",52.4711794,13.3774625
"Bermann Fischer, Gottfried",993735002,"New York, NY u.a.","Heilbut, Iwan",Korrespondenz,1948-1949,"A, Broad Hollow Road, Farmingdale, Suffolk County, New York, NY 11735, United States of America","(40.733243, -73.4218787, 0.0)",40.733243,-73.4218787
"Salm, Louise",998389188,"New York, NY u.a.","Heilbut, Iwan",Korrespondenz,1945-1945,"A, Broad Hollow Road, Farmingdale, Suffolk County, New York, NY 11735, United States of America","(40.733243, -73.4218787, 0.0)",40.733243,-73.4218787
"Sander, Ilse",998392340,"New York, NY u.a.","Heilbut, Iwan",Korrespondenz,1945-1952,"A, Broad Hollow Road, Farmingdale, Suffolk County, New York, NY 11735, United States of America","(40.733243, -73.4218787, 0.0)",40.733243,-73.4218787
"Waldinger, Ernst",999645080,"New York, NY u.a.","Heilbut, Iwan",Korrespondenz,1942-1948,"A, Broad Hollow Road, Farmingdale, Suffolk County, New York, NY 11735, United States of America","(40.733243, -73.4218787, 0.0)",40.733243,-73.4218787
"Heilbut, Francis",996044825,"New York, NY u.a.","Heilbut, Iwan",Korrespondenz,1950-1960,"A, Broad Hollow Road, Farmingdale, Suffolk County, New York, NY 11735, United States of America","(40.733243, -73.4218787, 0.0)",40.733243,-73.4218787
"Bierbaum, Maria",993755992,München-Riem,"Heilbut, Iwan",Korrespondenz,1964-1964,"Riem, Mittbacher Straße, Am Moosfeld, Bezirksteil Trudering-Riem, Stadtbezirk 15 Trudering-Riem, München, Oberbayern, Bayern, 81829, Deutschland","(48.1439688, 11.6777725, 0.0)",48.1439688,11.6777725
"Blumenfeld, Fanny",993773737,Auckland/NZ,"Heilbut, Iwan",Korrespondenz,1954-1958,"Auckland, 1010, New Zealand","(-36.852095, 174.7631803, 0.0)",-36.852095,174.7631803
"Bockemühl, Erich",99377427X,Kettwig/Ruhr,"Heilbut, Iwan",Korrespondenz,1948-1948,"Kath. Gemeindefriedhof Kettwig Mintard - Sankt Laurentius, Saarn, Linksruhr, Mintard, Mülheim an der Ruhr, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 45481, Deutschland","(51.3731824, 6.90386573698727, 0.0)",51.3731824,6.90386573698727
"Boppel, Peter Max",993775314,Waldshut,"Heilbut, Iwan",Korrespondenz,1960-1960,"Waldshut, Waldshut-Tiengen, Verwaltungsgemeinschaft Waldshut-Tiengen, Landkreis Waldshut, Regierungsbezirk Freiburg, Baden-Württemberg, 79761, Deutschland","(47.6246179, 8.2120605, 0.0)",47.6246179,8.2120605
"Broch, Hermann",993800882,"Princeton, NJ","Heilbut, Iwan",Korrespondenz,1948-1948,"Princeton, Mercer County, New Jersey, United States of America","(40.3492744, -74.6592958, 0.0)",40.3492744,-74.6592958
"Bruckner, Hermann",993801269,Sezze Romano,"Heilbut, Iwan",Korrespondenz,1963-1963,"Sezze Romano, Piazza della Repubblica, Sezze, Latina, Lazio, 04018, Italia","(41.4955675, 13.0384018, 0.0)",41.4955675,13.0384018
"Herda, Wolfgang",993801994,Oldenburg,"Heilbut, Iwan",Korrespondenz,1960-1960,"Oldenburg, Niedersachsen, 26122, Deutschland","(53.1389753, 8.2146017, 0.0)",53.1389753,8.2146017
"Paulsen, Anna",997959487,Schleswig,"Heilbut, Iwan",Korrespondenz,1948-1948,"Schleswig, Schleswig-Flensburg, Schleswig-Holstein, 24837, Deutschland","(54.51851, 9.5653284, 0.0)",54.51851,9.5653284
"Tergit, Gabriele",997963565,London,"Heilbut, Iwan",Korrespondenz,1964-1971,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474
"Martin, Geoffrey G.",998106895,London,"Heilbut, Iwan",Korrespondenz,1964-1964,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474
"Lesser, H. R.",996814485,London,"Heilbut, Iwan",Korrespondenz,1945-1946,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474
"Simon, Siegfried",1000709647,London,"Heilbut, Charlotte",Korrespondenz,1967-1969,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474
"Sternfeld, Wilhelm",999298534,London,"Heilbut, Iwan",Korrespondenz,1960-1960,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474
"Harden, Sylvia von",995932204,London,"Heilbut, Iwan",Korrespondenz,1957-1957,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474
"Heilbut, Jacob",996071458,London,"Heilbut, Iwan",Korrespondenz,1946-1947,"London, Greater London, England, SW1A 2DX, United Kingdom","(51.5073219, -0.1276474, 0.0)",51.5073219,-0.1276474
"Perleberg, Gilbert",997966971,"Fort Lee, NJ","Heilbut, Iwan",Korrespondenz,1948-1949,"Fort Lee, Bergen County, New Jersey, United States of America","(40.8509333, -73.9701382, 0.0)",40.8509333,-73.9701382
"Perleberg, Gilbert",997967404,Wuppertal-Barmen,"Heilbut, Iwan",Korrespondenz,1968-1968,"Wuppertal-Barmen, Barmen Bahnhof, Gemarkung Barmen, Wuppertal, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 42283, Deutschland","(51.2670221, 7.1952002, 0.0)",51.2670221,7.1952002
"Petrel, Malte",997967919,Neustadt bei Coburg,"Heilbut, Iwan",Korrespondenz,1953-1954,"Neustadt bei Coburg, Landkreis Coburg, Oberfranken, Bayern, 96465, Deutschland","(50.3283477, 11.1226908, 0.0)",50.3283477,11.1226908
"Pinthus, Kurt",997968788,"Washngton, DC","Heilbut, Iwan",Korrespondenz,1943-1943,,,,
"Pollak, Anneliese",997982810,Haifa,"Heilbut, Iwan",Korrespondenz,1965-1965,"חיפה, מחוז חיפה, ישראל","(32.8191218, 34.9983856, 0.0)",32.8191218,34.9983856
"Gianolini, A.",1000245659,Haifa,"Heilbut, Iwan",Korrespondenz,1966-1967,"חיפה, מחוז חיפה, ישראל","(32.8191218, 34.9983856, 0.0)",32.8191218,34.9983856
"Preuss, Gerhard",998001104,Essen-Bredeney u.a.,,Korrespondenz,1952-1971,"Bredeney, Stadtbezirk IX, Werden, Essen, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 45133, Deutschland","(51.4123453, 6.9940457, 0.0)",51.4123453,6.9940457
"Preuss, Lotte",1000689700,Essen-Bredeney u.a.,,Korrespondenz,1952-1963,"Bredeney, Stadtbezirk IX, Werden, Essen, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 45133, Deutschland","(51.4123453, 6.9940457, 0.0)",51.4123453,6.9940457
"Cartmell, Grace E.",998003425,"Queens, NY","Heilbut, Iwan",Korrespondenz,1942-1942,"Queens, Queens County, New York, United States of America","(40.7498243, -73.7976337, 0.0)",40.7498243,-73.7976337
"Giefer, Günter",998007439,Bremen u.a.,"Heilbut, Iwan",Korrespondenz,1960-1963,"Horn, Horn-Lehe, Stadtbezirk Bremen-Ost, Kuhsiel, Bremen, 28359, Deutschland","(53.096994, 8.8699577, 0.0)",53.096994,8.8699577
"Radt, Meta",998008745,Boulogne/Seine,"Heilbut, Iwan",Korrespondenz,1968-1969,"La Seine, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92100, France","(48.8239229, 2.2355481, 0.0)",48.8239229,2.2355481
"Rares, Alice",998107565,Bad Hofgastein,"Heilbut, Iwan",Korrespondenz,1963-1963,"Bad Hofgastein, Sankt Johann im Pongau, Salzburg, 5630, Österreich","(47.1703104, 13.1060635, 0.0)",47.1703104,13.1060635
"Rebo, Fred",99810857X,"Brooklyn, NY","Heilbut, Iwan",Korrespondenz,1950-1950,"Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823
"Kisch, Bruno",1000592073,"Brooklyn, NY","Heilbut, Charlotte",Korrespondenz,1966-1966,"Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823
"Reissner, Albert",1000694542,"Brooklyn, NY","Heilbut, Charlotte",Korrespondenz,1960-1960,"Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823
"Treuenfels, Peter",999433717,"Brooklyn, NY","Heilbut, Iwan",Korrespondenz,1946-1946,"Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823
"Undset, Sigrid",999439685,"Brooklyn, NY","Heilbut, Iwan",Korrespondenz,1943-1943,"Brooklyn, Kings County, New York, United States of America","(40.6501038, -73.9495823, 0.0)",40.6501038,-73.9495823
"Regler, Gustav",998320285,Mexico,"Heilbut, Iwan",Korrespondenz,1948-1954,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México","(19.4326009, -99.1333416, 0.0)",19.4326009,-99.1333416
"Reisiger, Hans",998324922,Stuttgart-Vaihingen u.a.,"Heilbut, Iwan",Korrespondenz,1947-1954,,,,
"Richards, Clarinda",998327514,"Poughquag, NY","Heilbut, Iwan",Korrespondenz,1947-1947,"Poughquag, Town of Beekman, Dutchess County, New York, 12570, United States","(41.6089826, -73.6817957, 0.0)",41.6089826,-73.6817957
"Richter, Stéphane",998328820,Saint Cloud (Paris),"Heilbut, Iwan",Korrespondenz,1961-1962,"Deutsche Schule Paris, Rue Pasteur, Saint-Cloud, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92210, France","(48.8428263, 2.2037284555755, 0.0)",48.8428263,2.2037284555755
"Rie, Robert",998329223,"Peoria, Ill.","Heilbut, Iwan",Korrespondenz,1951-1951,"North Peoria, Peoria County, Illinois, 61603, United States","(40.7175374, -89.5842635, 0.0)",40.7175374,-89.5842635
"Riedel, Otto",998330485,Härtensdorf bei Wildenfels,"Heilbut, Iwan",Korrespondenz,1948-1949,"Härtensdorf, Wildenfels, Zwickau, Sachsen, Deutschland","(50.6762, 12.6093, 0.0)",50.6762,12.6093
"Roßmann, Hermann",99835841X,Wörgl/Austria,"Heilbut, Iwan",Korrespondenz,1971-1971,"Stadt Wörgl, Bezirk Kufstein, Tirol, 6300, Österreich","(47.48033265, 12.0792806766896, 0.0)",47.48033265,12.0792806766896
"Rothenberg, Friedrich",998368938,"Paterson, NJ","Heilbut, Iwan",Korrespondenz,1946-1946,"Paterson, Passaic County, New Jersey, United States","(40.9167654, -74.171811, 0.0)",40.9167654,-74.171811
"Rottenberg, Salomea",998369632,"Weehawken, NJ","Heilbut, Iwan",Korrespondenz,1944-1946,"Weehawken, Hudson County, New Jersey, 07086, United States of America","(40.7695457, -74.0204177, 0.0)",40.7695457,-74.0204177
"Ruben, Margot",99837072X,Auckland,"Heilbut, Iwan",Korrespondenz,1948-1948,"Auckland, 1010, New Zealand","(-36.852095, 174.7631803, 0.0)",-36.852095,174.7631803
"Ruminoff, Katia",998370797,"Elmhurst, NY","Heilbut, Iwan",Korrespondenz,1949-1949,"Elmhurst, Queens, Queens County, New York, 11373, United States of America","(40.7365804, -73.8783932, 0.0)",40.7365804,-73.8783932
"Rupprecht, E. G.",998371106,Neustadt u.a.,"Heilbut, Iwan",Korrespondenz,1953-1962,"Bonifazius-Türme (Turm A), 3, Rhabanusstraße, Neustadt, Mainz, Rheinland-Pfalz, 55118, Deutschland","(50.003284, 8.25970230065342, 0.0)",50.003284,8.25970230065342
"Hirsch, Rudolf",998387002,Saarbrücken,"Heilbut, Iwan",Korrespondenz,1963-1963,"Saarbrücken, Regionalverband Saarbrücken, Saarland, Deutschland","(49.234362, 6.996379, 0.0)",49.234362,6.996379
"Schack, Alard von",998393908,Rotenburg,"Heilbut, Iwan",Korrespondenz,1948-1948,"Rotenburg, Rotenburg (Wümme), Niedersachsen, 27356, Deutschland","(53.12211305, 9.38377631216401, 0.0)",53.12211305,9.38377631216401
"Schaeffer, Albrecht",998394068,"Croton-on-Hudson, NY","Heilbut, Iwan",Korrespondenz,1945-1945,"Croton-on-Hudson, Westchester County, New York, 10520, United States of America","(41.2083836, -73.8901688, 0.0)",41.2083836,-73.8901688
"Elbau, Julius",994738706,"Croton-on-Hudson, NY","Heilbut, Iwan",Korrespondenz,1963-1963,"Croton-on-Hudson, Westchester County, New York, 10520, United States of America","(41.2083836, -73.8901688, 0.0)",41.2083836,-73.8901688
"Schaller, Margarete",998394548,Berlin-Steglitz,"Heilbut, Iwan",Korrespondenz,1958-1958,"Steglitz, Steglitz-Zehlendorf, Berlin, Deutschland","(52.4572569, 13.3222865, 0.0)",52.4572569,13.3222865
"Kottlange, Walter Paul",996673512,Berlin-Steglitz,"Heilbut, Iwan",Korrespondenz,1959-1959,"Steglitz, Steglitz-Zehlendorf, Berlin, Deutschland","(52.4572569, 13.3222865, 0.0)",52.4572569,13.3222865
"Schmitt-Sulzthal, Rudolf",998510165,Gauting b. München u.a.,"Heilbut, Iwan",Korrespondenz,1953-1966,,,,
"Schnack, Anton",998513008,Kahl am Main,"Heilbut, Iwan",Korrespondenz,1948-1948,"Kahl am Main, Landkreis Aschaffenburg, Unterfranken, Bayern, 63796, Deutschland","(50.0682273, 9.007909, 0.0)",50.0682273,9.007909
